20241117,福田区,上下沙,整租·花好园,2室2厅,59.90平米,6800
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,1室1厅,46.92平米,6500
20241117,福田区,上下沙,独栋·安居乐寓,上沙龙秋店,25.66-33.17平米,3068-3129
20241117,福田区,上下沙,整租·京基滨河时代广场北区,2室1厅,66.75平米,8000
20241117,福田区,上下沙,独栋·安居乐寓,上沙龙秋店,25.00平米,2509-3290
20241117,福田区,上下沙,整租·花好园,1室1厅,39.56平米,5000
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,1室0厅,36.00平米,5500
20241117,福田区,上下沙,独栋·金地草莓社区,下沙旗舰店,40.00平米,3750
20241117,福田区,上下沙,整租·花好园,1室1厅,38.83平米,5100
20241117,福田区,上下沙,独栋·城青年社区,上沙店,20.00平米,1899
20241117,福田区,上下沙,整租·金海湾花园,2室2厅,86.13平米,8300
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,1室1厅,47.00平米,7200
20241117,福田区,上下沙,独栋·安居乐寓,上沙龙秋店,25.66平米,2915-2943
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,1室0厅,36.00平米,6300
20241117,福田区,上下沙,独栋·安居乐寓,上沙塘晏店（上沙塘晏村）,21.83平米,3400
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,1室0厅,36.00平米,5500
20241117,福田区,上下沙,独栋·安居乐寓,上沙塘晏店（上沙塘晏村）,21.20平米,3150-3213
20241117,福田区,上下沙,整租·花好园,2室2厅,60.99平米,7200
20241117,福田区,上下沙,独栋·安居乐寓,上沙龙秋店,25.25平米,3068-3098
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,2室1厅,66.00平米,11500
20241117,福田区,上下沙,独栋·安居乐寓,上沙塘晏店（上沙塘晏村）,25.20平米,3299-3340
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,1室1厅,37.00平米,5500
20241117,福田区,上下沙,独栋·安居乐寓,上沙塘晏店（上沙塘晏村）,30.21平米,3596-3859
20241117,福田区,上下沙,整租·中洲湾-中洲滨海商业中心,2室1厅,66.00平米,10000
20241117,福田区,上下沙,独栋·安居乐寓,上沙龙秋店,25.25平米,3067-3098
20241117,福田区,上下沙,独栋·安居乐寓,上沙塘晏店（上沙塘晏村）,27.00-30.00平米,3990-4194
20241117,福田区,上下沙,独栋·安居乐寓,上沙塘晏店（上沙塘晏村）,18.21平米,3400
20241117,福田区,上下沙,独栋·中洲自营公寓,中洲湾店,36.00平米,5700
20241117,福田区,上下沙,独栋·中洲自营公寓,中洲湾店,47.00平米,7500
20241117,福田区,上下沙,独栋·CJ公寓,中洲湾,47.00平米,6600
20241117,福田区,上下沙,独栋·中洲物业,中洲店,36.00平米,5000
20241117,福田区,上下沙,独栋·中洲租赁,中洲湾,66.00平米,10000
